SRNo P0                 error_P0  rndm1    P1             error_P1  rndm2

1991  1.6371290072             6  hfs+04     8.863E-15         11  hfs+04 
1992  0.225004475404           4  lfl+06     2.871E-16          4  lfl+06 
1993  2.21860264699            3  lxf+05     3.736E-15          6  lxf+05 
1994  0.5059567391             2  lwf+04     8.7516E-15         1  lwf+04 
1995  0.32866472679            2  cn95       2.721E-16          6  cn95 

1996  1.31221843801            3  lfl+06     1.434E-15          3  lfl+06 
1997  0.75473                  7  ebvb01                       0  
1998  0.41438335440            2  jcs+17     0.4405E-15         8  jcs+17 
1999  0.297769547307           3  hlk+04     1.409E-17          3  hlk+04 
2000  4.30818959857            4  hlk+04     2.328195E-14      17  hlk+04 

2001  0.038518943432          12  ghtm11     1.4224E-14        58  ghtm11 
2002  0.67248060717           14  hfs+04     1.114E-14          4  hfs+04 
2003  0.54215548135            9  mhl+02     2.797E-14          6  mhl+02 
2004  0.66840782878            4  mhl+02     2.2030E-14        18  mhl+02 
2005  0.761194081655          11  lfl+06     2.15864E-14       12  lfl+06 

2006  0.95338418817            3  hfs+04     5.3889E-14         6  hfs+04 
2007  1.451319471078          11  hlk+04     4.623982E-14      11  hlk+04 
2008  0.27564149867101         7  clm+05     0.152582E-15       4  clm+05 
2009  2.1914979680             5  kel+09     4.32E-15           5  kel+09 
2010  0.1666339242514         20  kel+09     39.1017E-15       20  kel+09 

2011  1.08184378189            3  mhl+02     3.59E-16          11  mhl+02 
2012  0.73418485978           10  hfs+04     1.263E-15          6  hfs+04 
2013  0.003559763768043        6  csl+12     1.09E-20           6  csl+12 
2014  0.00447986404710         7  skl+15     1.63E-19           5  skl+15 
2015  0.290716217162           3  nab+13     0.0914E-15         2  nab+13 

2016  0.3455818980725          4  hlk+04     1.492424E-15       4  hlk+04 
2017  1.383965                 3  bb10                         0  
2018  0.518721435025           9  kel+09     4.7386E-15        11  kel+09 
2019  1.40906524128           16  hfs+04     8.7E-16            8  hfs+04 
2020  0.95318168518            4  lfl+06     2.483E-15          4  lfl+06 

2021  0.90697686069           14  hfs+04     1.36705E-13        9  hfs+04 
2022  0.344018308374          12  lsb+17     2.1844E-15        13  lsb+17 
2023  0.43519385185            4  hfs+04     7.963E-15          3  hfs+04 
2024  0.284697472498           3  hlk+04     1.089018E-15      17  hlk+04 
2025  1.20530328456           11  hlk+04     1.15199E-14        8  hlk+04 

2026  0.467894113075          20  hfs+04     5.679E-15          7  hfs+04 
2027  0.95775094505            5  hfs+04     1.4034E-14        12  hfs+04 
2028  2.18019517754           15  hlk+04     9.69549E-14       15  hlk+04 
2029  11.55871346              6  rvi+14     0.0E-13           14  rvi+14 
2030  0.104912611147           4  hg10       8.68E-18           9  hg10 

2031  0.45147285265            3  hfs+04     1.757E-15         11  hfs+04 
2032  0.42897892562            3  hfs+04     5.149E-15          8  hfs+04 
2033  1.3261485670             8  mhl+02     1.0E-16           53  mhl+02 
2034  0.52415088472           14  hfs+04     1.464E-14          5  hfs+04 
2035  0.3363371316200          6  hlk+04     8.7706E-17         6  hlk+04 

2036  0.1014357461981         14  hfs+04     5.5745E-15         5  hfs+04 
2037  0.397881893633          12  hfs+04     3.35381E-14       16  hfs+04 
2038  0.27557759958            6  mhl+02     2.139E-14          4  mhl+02 
2039  0.58553                  0  lbh+15                       0  
2040  0.90513735425            3  yws+15     1.28061E-15       17  yws+15 

2041  0.12640033324309        16  ywml10     6.124816E-16      16  ywml10 
2042  1.048132105087          54  lbr+13     1.548E-15         44  lbr+13 
2043  3.9146579157             5  lfl+06     5.13E-15           7  lfl+06 
2044  0.004091797383378764    14  abb+18     8.7161E-21         7  abb+18 
2045  0.76733                  0  lbh+15                       0  

2046  4.5578200962             1  kkl+11     145.125E-15        6  kkl+11 
2047  1.3664496471             2  eklk13     1.85E-15          16  eklk13 
2048  0.628540823296          15  lsb+17     0.0551E-15         6  lsb+17 
2049  0.573196989078          20  hlk+04     6.3887E-16        17  hlk+04 
2050  1.146594847118          14  hlk+04     4.16118E-15       10  hlk+04 

2051  3.4532                   1  bbj+11     4.52E-15           4  bbb+12 
2052  0.2468167699732          9  nab+13     0.06466E-15        7  nab+13 
2053  1.63356517930           18  lsb+17     6.971E-15          8  lsb+17 
2054  0.84534757461            4  hfs+04     1.8110E-14        10  hfs+04 
2055  1.6781063295             3  mhl+02     9.3E-16            9  mhl+02 

2056  1.39348448168            8  kel+09     267.207E-15        8  kel+09 
2057  0.258684648071           7  hfs+04     7.516E-16          6  hfs+04 
2058  0.34540115992            4  ebvb01     2.40E-16           3  ebvb01 
2059  0.620217115135          20  hfs+04     1.222E-15          3  hfs+04 
2060  0.26743960987            7  hlk+04     2.083598E-13       6  hlk+04 

2061  0.08090668906            4  nab+13     62.117E-15         4  nab+13 
2062  0.42025215518            9  mhl+02     3.7E-17           57  mhl+02 
2063  0.370483417429           7  lfl+06     1.6975E-15         9  lfl+06 
2064  7.05520287               3  vk08       2.98E-14           7  vk08 
2065  0.356928998022           4  hlk+04     5.459E-17          3  hlk+04 

2066  0.139760064515           4  hfs+04     3.11674E-14       12  hfs+04 
2067  0.63098305833            6  mhl+02     1.4034E-14        20  mhl+02 
2068  0.415823055263           7  hlk+04     4.027190E-14       6  hlk+04 
2069  0.77267804332            4  lsb+17     2.6489E-15        16  lsb+17 
2070  0.349951177522           4  kbm+03     6.9311E-15         8  kbm+03 

2071  0.502923870516          13  hfs+04     4.7374E-15         8  hfs+04 
2072  0.00536210046612603      9  abb+18     1.78395E-20        9  abb+18 
2073  3.6872190477             3  ebvb01     1.055E-14          6  ebvb01 
2074  0.19765                  0  lbh+15                       0  
2075  0.7458280320             3  mhl+02     4.61E-15           9  mhl+02 

2076  4.6932329333            12  hfs+04     2.432E-14          9  hfs+04 
2077  0.86744387855            4  lsb+17     0.1025E-15        15  lsb+17 
2078  0.256843797950           5  nab+13     2.0401E-15         4  nab+13 
2079  0.551058591              2  kek+13     5.06E-15           7  kek+13 
2080  0.00238                  0  rap+12                       0  

2081  0.559634                 3  cnst96                       0  
2082  1.04431270179           15  hfs+04     2.551E-14          4  hfs+04 
2083  0.508561079708          17  lsb+17     1.5895E-15        10  lsb+17 
2084  0.933971582308          19  cn95       3.9255E-15         6  cn95 
2085  1.393617                87  slr+14                       0  

2086  0.385194094862           6  hfs+04     1.421E-16          9  hfs+04 
2087  0.37426157516            3  mhl+02     5.705E-15         12  mhl+02 
2088  0.004909239016418        5  csl+12     5.9E-21            3  csl+12 
2089  0.312314406456          18  lsb+17     3.2304E-15         8  lsb+17 
2090  0.389869101178          20  hfs+04     5.125E-15          5  hfs+04 

2091  1.424                    0  bbb+12                       0  
2092  0.6122092044383          7  hlk+04     2.04534E-16        5  hlk+04 
2093  0.602227                 3  cnst96                       0  
2094  1.2791931935             6  nmc81      1.86E-15           3  nmc81 
2095  0.777662                 3  cnst96                       0  

2096  0.318817259335          11  hfs+04     3.241E-15          4  hfs+04 
2097  0.2882191593441         10  hlk+04     2.357457E-15      11  hlk+04 
2098  0.88524028123            4  lsb+17     23.034E-15         4  lsb+17 
2099  1.2996934495             3  hfs+04     4.6E-16           11  hfs+04 
2100  0.007796776259722        4  skl+15     4.571E-20         13  skl+15 

2101  0.355725186569          14  hfs+04     2.292E-15          6  hfs+04 
2102  0.80169309688           11  lfl+06     2.57E-15           4  lfl+06 
2103  0.63658447822            8  hfs+04     5.2E-16            3  hfs+04 
2104  0.65545023949            4  hlk+04     7.4593E-15         4  hlk+04 
2105  0.55475646483            3  hfs+04     1.2741E-14        10  hfs+04 

2106  2.6630796830             8  mhl+02     1.316E-13          3  mhl+02 
2107  0.6905763581             3  lfl+06     8.67E-15           3  lfl+06 
2108  0.87704381015            6  lsb+17     15.6817E-15       20  lsb+17 
2109  0.61475669408           12  hfs+04     3.110E-14          4  hfs+04 
2110  4.6003689902             4  lsb+17     25.338E-15        15  lsb+17 

2111  0.83200194892            5  lfl+06     1.8E-17            3  lfl+06 
2112  0.64399866351            4  hlk+04     2.2872E-15         3  hlk+04 
2113  1.781927762343           5  hlk+04     1.63829E-15        5  hlk+04 
2114  1.8308574530             2  cn95       1.31E-16          11  cn95 
2115  1.95685759005           16  ebvb01     8.23E-16          16  ebvb01 

2116  0.41532                  0  lbh+15                       0  
2117  1.22377745359           17  hfs+04     2.41E-15           3  hfs+04 
2118  1.5246721060             4  hfs+04     2.00E-15          17  hfs+04 
2119  0.7465773564336         17  hlk+04     1.2875167E-14     12  hlk+04 
2120  0.673503316930          10  ywml10     7.7127E-15         5  ywml10 

2121  0.4878126283             2  cn95       2.10E-16           5  cn95 
2122  0.7868                   0  bbb+12                       0  
2123  0.00174239994990564     16  ckr+15     9.1993E-21        13  ckr+15 
2124  0.00360                  0  rap+12                       0  
2125  0.729305838214          16  lwy+16     4.0343E-15         3  lwy+16 

2126  0.301458774079           6  lfl+06     6.791E-16          6  lfl+06 
2127  0.00214991236434921      5  fbw+11     1.88208E-20       10  fbw+11 
2128  1.15139                  0  lbh+15                       0  
2129  0.374117028251           5  hfs+04     1.92039E-14        3  hfs+04 
2130  0.43188708466            6  hlk+04     3.4014E-15         3  hlk+04 

2131  0.79123225301            7  lsb+17     10.595E-15         4  lsb+17 
2132  0.88732464056            4  blr+13     1.330E-15          2  blr+13 
2133  0.35715482026            9  lfl+06     3.6899E-14        13  lfl+06 
2134  0.65118538418           14  cn95       4.45E-16          10  cn95 
2135  0.0035978980188911      11  ckr+15     1.043E-20          6  ckr+15 

2136  0.1395246665887         12  lwy+16     1.1805E-16         3  lwy+16 
2137  0.379387161967           6  lfl+06     8.898E-16          8  lfl+06 
2138  0.0710948973807          3  clm+01     1.1E-19            3  clm+01 
2139  0.006092367929630        4  skl+15     5.7E-21            3  skl+15 
2140  0.2089583321216          2  nab+13     0.410898E-15       7  nab+13 

2141  0.263344725870           9  kbm+03     1.7317E-14         3  kbm+03 
2142  1.85656971650            7  lcx02      2.76E-16           8  lcx02 
2143  0.750808122380           3  hlk+04     7.4236E-16         3  hlk+04 
2144  1.541                    0  bbb+12                       0  
2145  0.643181259558           3  hlk+04     3.05164E-15        3  hlk+04 

2146  0.00319294082            1  hrs+07                       0  
2147  0.0037844047882356       3  gsf+11     4.9052E-21        15  gsf+11 
2148  0.441209731966          18  hfs+04     1.1123E-15        10  hfs+04 
2149  0.989706023196           7  lxf+05     135.232E-15        1  lxf+05 
2150  0.64804005430            7  hlk+04     4.9416E-15         6  hlk+04 

2151  0.2182529126846          9  nab+13     3.49853E-15        8  nab+13 
2152  0.0027895524236884       2  sab+16     3.32E-21           1  sab+16 
2153  1.043361628655           9  lfl+06     1.1461E-14         9  lfl+06 
2154  0.397589683040           5  lsb+17     5.2152E-15         4  lsb+17 
2155  0.2672750082591          5  hlk+04     2.135599E-15       4  hlk+04 

2156  1.28656437956           10  hfs+04     1.52E-16           5  hfs+04 
2157  0.1115241364978         13  cpw+15     3.587895E-14       3  cpw+15 
2158  1.53651                  0  lbh+15                       0  
2159  0.14407315538            5  vks+15     2.02678E-14       19  vks+15 
2160  0.77534458995            5  mhl+02     1.32E-16          19  mhl+02 

2161  1.01909277135            8  cn95       2.054E-16         19  cn95 
2162  0.351879439822          20  hfs+04     1.135E-15          4  hfs+04 
2163  0.61876063644            3  lsb+17     0.2230E-15         9  lsb+17 
2164  0.240153263208           5  hfs+04     8.222E-15          3  hfs+04 
2165  0.16868                  0  lbh+15                       0  

2166  1.1384027132             6  mhl+02     3.15E-15          12  mhl+02 
2167  0.106632746266           5  rkp+11     8.68208E-14        3  rkp+11 
2168  0.323648024490          19  lsb+17     452.1551E-15      12  lsb+17 
2169  0.363676330005          12  hfs+04     1.8416E-14         4  hfs+04 
2170  0.574697951954          17  mhl+02     6.71E-16           7  mhl+02 

2171  1.52704227084            3  lsb+17     5.5446E-15        12  lsb+17 
2172  0.2261071099878          6  lx00       9.42955E-14        4  lx00 
2173  5.198346                 3  met+06     9.2E-11            4  met+06 
2174  1.42016034143           17  lfl+06     1.5979E-13         3  lfl+06 
2175  0.82709737059            3  lcx02      1.948E-15          4  lcx02 

2176  0.63223532885            4  bbb+12     3.084E-15          2  bbb+12 
2177  1.235757452781           3  hlk+04     5.40707E-16       20  hlk+04 
2178  0.8467928462             4  zcwl96     9.8E-16            3  zcwl96 
2179  0.29102078676            3  cn95       2.5856E-15        18  cn95 
2180  0.212352673319           2  cn95       8.2459E-16         6  cn95 

2181  0.512110722994          12  lsb+17     1.9872E-15         7  lsb+17 
2182  0.185397243919          14  mhl+02     2.3865E-15        14  mhl+02 
2183  0.336554651762          16  mhl+02     3.48712E-14        7  mhl+02 
2184  0.83026988471            6  gr78       9.8E-17           14  gr78 
2185  0.377578026              1  lwf+04     0.017E-15          1  lwf+04 

2186  1.01694836198            4  hlk+04     5.51856E-15       19  hlk+04 
2187  0.989831207210           5  hlk+04     5.52533E-15        5  hlk+04 
2188  0.75599276085           18  mhl+02     2.058E-14          8  mhl+02 
2189  0.741761952452           6  nab+13     3.2239E-15         7  nab+13 
2190  0.23716129322            9  nab+13     151.920E-15        9  nab+13 

2191  0.222949273318          15  mhl+02     3.5805E-14         5  mhl+02 
2192  0.2836413311242          9  ywml10     2.63972E-15        3  ywml10 
2193  0.448945466859           3  lsb+17     0.07250E-15        8  lsb+17 
2194  0.9961077952             4  cn95       2.19E-16          15  cn95 
2195  0.54245109601            4  cn95       9.7E-17            3  cn95 

2196  0.00256                  0  cck+16                       0  
2197  0.002947108069160717     3  rhc+16     1.402541E-20       5  rhc+16 
2198  1.3606029280             8  lfl+06     1.8E-16            6  lfl+06 
2199  0.337854845269          11  hfs+04     2.623E-16         14  hfs+04 
2200  0.504604607817          13  hlk+04     2.18734E-15        8  hlk+04 

2201  2.33026282052            7  hlk+04     4.4711E-15         5  hlk+04 
2202  0.308047946620          12  lsf+17     7.305E-16          8  lsf+17 
2203  0.45286735393            9  mhl+02     1.92E-15           4  mhl+02 
2204  2.7124228384             3  cn95       6.122E-15         15  cn95 
2205  0.325415321974           3  hfs+04     8.3062E-15         3  hfs+04 

2206  0.53147                  0  lbh+15                       0  
2207  1.441741592612          15  hlk+04     8.22973E-15        7  hlk+04 
2208  0.004983583942346950    20  abb+18     9.6807E-21         5  abb+18 
2209  0.00326618657079054      9  cbp+12     2.94703E-21       14  cbp+12 
2210  0.008357798500844        2  cpl+06     -7.9041E-19        5  cpl+06 

2211  0.0052773269323093      15  cpl+06     2.16E-21           2  cpl+06 
2212  0.009035285247765        4  cpl+06     9.6431E-19         6  cpl+06 
2213  0.004571765939750        2  cpl+06     -4.3435E-19        3  cpl+06 
2214  6.94                     1  kkl+11                       0  
2215  0.003618524251059        2  fhn+05     -6.58E-21          2  fhn+05 

2216  0.005384325706188        9  fhn+05     -2.0E-21           3  fhn+05 
2217  0.27371                  0  lbh+15                       0  
2218  0.19089                  0  lbh+15                       0  
2219  0.003625745633114        5  dcl+16     1.395E-20          4  dcl+16 
2220  0.004625962470879693    13  abb+18     1.69287E-20       13  abb+18 

2221  0.46040581878           14  cn95       1.31E-17           5  cn95 
2222  0.409349485862           6  lcx02      1.57620E-14        8  lcx02 
2223  2.232969028273           8  hlk+04     1.017751E-14       4  hlk+04 
2224  0.62197624506            6  cn95       2.25E-16           4  cn95 
2225  0.825935803096           9  hlk+04     4.06801E-15        3  hlk+04 

2226  1.61612987171           16  kbm+03     2.78904E-13       16  kbm+03 
2227  0.00503                  0  lbh+15                       0  
2228  1.25718110369            7  lsb+17     2.829E-15          7  lsb+17 
2229  0.134409003575          11  mhl+02     4.5696E-15         8  mhl+02 
2230  0.163245785775          11  lfl+06     1.76167E-14        8  lfl+06 

2231  1.24196459936            3  lcx02      4.32E-16           4  lcx02 
2232  0.83714819649            5  hfs+04     1.6737E-14         6  hfs+04 
2233  0.03590861279827        15  mhl+02     3.36768E-15        6  mhl+02 
2234  0.190067107649           3  lsb+17     0.19546E-15       12  lsb+17 
2235  0.027285006852515       15  lfa+16     1.61E-19           3  lfa+16 

2236  0.92391                  0  lbh+15                       0  
2237  0.30606864497            3  mhl+02     5.016E-15         11  mhl+02 
2238  0.92339055858            2  mlk+09     8.6799E-15         2  mlk+09 
2239  0.5214727140817         17  hlk+04     8.03532E-16       14  hlk+04 
2240  0.851078948902           7  bck+13     1.3792E-15         7  bck+13 

2241  0.457526573507          11  lfl+06     1.0181E-15         4  lfl+06 
2242  0.69381120574            5  hfs+04     3.3E-17           13  hfs+04 
2243  0.01851182255144         3  sab+16     3.1E-20            3  sab+16 
2244  0.440048                 2  kbj+18                       0  
2245  0.60099749634            9  gr78       6.555E-16         14  gr78 

2246  0.3173062332319         16  lfl+06     2.9898E-16        15  lfl+06 
2247  1.54270444942           10  cn95       3.306E-15          3  cn95 
2248  2.05831378861            7  clm+05     0.139E-15          9  clm+05 
2249  0.34277679653            4  hfs+04     1.571E-15          4  hfs+04 
2250  0.404547474466           4  ywml10     1.525610E-14      17  ywml10 

2251  2.1770                   2  kkl+15                       0  
2252  0.17365                  0  lbh+15                       0  
2253  0.10004                  0  lbh+15                       0  
2254  0.297494121670           7  lfl+06     4.89E-17           8  lfl+06 
2255  0.059030003217813       11  wh16       8.6183E-18         4  wh16 

2256  1.616231495126           8  hlk+04     4.0550E-16         5  hlk+04 
2257  0.54175211381           17  clm+05     10.708E-15        17  clm+05 
2258  0.439995272067           8  hfs+04     2.9009E-15         4  hfs+04 
2259  2.1827459895             6  hfs+04     1.31E-14           3  hfs+04 
2260  0.2702544395645          8  hlk+04     2.518463E-15       6  hlk+04 

2261  1.6183389208             8  hfs+04     6.8E-16           14  hfs+04 
2262  0.62896972129            6  wol91b     3.4E-17            2  wol91b 
2263  0.227387488792           2  nab+13     23.4516E-15        2  nab+13 
2264  0.28184240740            5  hlk+04     3.6491E-15         5  hlk+04 
2265  2.129665364024           4  clm+05     17.4935E-15        2  clm+05 

2266  0.194630982798           4  hlk+04     7.19782E-15        3  hlk+04 
2267  0.334725226760           4  nab+13     0.324E-15          1  nab+13 
2268  0.425897254225          11  hlk+04     2.86494E-15        6  hlk+04 
2269  0.007645872769642047    10  abb+18     2.569143E-20      18  abb+18 
2270  0.798692542358          15  lbr+13     8.653E-16         15  lbr+13 

2271  0.85674                  0  lbh+15                       0  
2272  1.18102329730            9  hlk+04     2.123644E-13       9  hlk+04 
2273  0.37088299877           19  cn95       2.543E-15         13  cn95 
2274  1.27226037471            3  hlk+04     7.66978E-15       17  hlk+04 
2275  1.60398355528            6  ebvb01     5.89E-16          11  ebvb01 

2276  0.571399860595           2  nab+13     3.78771E-15        6  nab+13 
2277  0.562789986697           3  lcm13      0.2161E-15         4  lcm13 
2278  2.081343459724           9  nab+13     1.7050E-15         4  nab+13 
2279  1.038                    0  bbb+12                       0  
2280  2.21580173889           20  hfs+04     6.48E-15           3  hfs+04 

2281  0.50988582045            5  mhl+02     1.56E-16          19  mhl+02 
2282  0.785521849527           4  hlk+04     3.436E-17          4  hlk+04 
2283  0.2106484121028         14  lfl+06     5.3633E-15         6  lfl+06 
2284  0.618182590832          12  hlk+04     5.60066E-15        6  hlk+04 
2285  0.1435756814094          2  lcm13      0.98036E-15        2  lcm13 

2286  0.93643                  0  lbh+15                       0  
2287  0.821035080573           6  hlk+04     8.9551E-16         3  hlk+04 
2288  0.76068138902            1  lcx02      5.0E-17            1  lcx02 
2289  1.3373021601895          9  hlk+04     1.348207E-15       8  hlk+04 
2290  0.595201                15  slr+14                       0  

2291  0.56207429041            3  lsb+17     0.0257E-15        10  lsb+17 
2292  0.2361708772317          3  lcm13      13.38394E-15       4  lcm13 
2293  1.172763402020          12  hlk+04     6.4875E-16         9  hlk+04 
2294  1.07792434298            5  hlk+04     8.1803E-15         5  hlk+04 
2295  0.529623                10  slr+14                       0  

2296  0.547209201831           8  lcx02      4.3E-17            1  lcx02 
2297  0.003788155520654959    15  abb+18     9.5560E-21         8  abb+18 
2298  0.37509                  0  lbh+15                       0  
2299  2.9351864592             2  nab+13     364.212E-15        4  nab+13 
2300  0.1580429177826          2  lcm13      2.56384E-15        1  lcm13 

2301  0.75843                  0  lbh+15                       0  
2302  0.237790138              8  vms83      2.09E-15          12  tml93 
2303  3.8858                   2  bbj+11                       0  
2304  0.0756589884532         11  lsb+17     10.46782E-15      11  lsb+17 
2305  1.916353                 6  lcm13                        0  

2306  1.074078173597           4  hlk+04     2.45892E-15        3  hlk+04 
2307  0.318062050971          12  eklk13     0.375E-15          4  eklk13 
2308  4.86428379983           10  rsm+13     3.6440E-14         5  rsm+13 
2309  1.324921971385           9  hlk+04     2.1948E-16         6  hlk+04 
2310  0.3083                   0  lbh+15                       0  

2311  0.57982281497            4  hlk+04     1.79944E-14        3  hlk+04 
2312  1.34601218493            9  lcx02      1.43E-15           1  lcx02 
2313  0.2990717782966          7  lcm13      3.50084E-15        6  lcm13 
2314  0.290305256197           5  lfl+06     6.35E-17           4  lfl+06 
2315  0.482766273821           7  lcx02      1.16E-16           1  lcx02 

2316  0.298313497249           4  lcx02      2.2430E-15         8  lcx02 
2317  1.431066414236          17  gr78       7.71E-16           3  gr78 
2318  1.01073895346            7  lsb+17     0.210E-15          8  lsb+17 
2319  0.403                    0  dcm+09                       0  
2320  0.0687304058253          2  nab+13     13.190700E-15      6  nab+13 

2321  0.817329808312           6  lcm13      6.3495E-15         7  lcm13 
2322  1.166900                 3  cnst96                       0  
2323  0.86692667139            7  lsf+17     3.66E-15           3  lsf+17 
2324  0.529681                 2  lcm13                        0  
2325  1.22047000453            8  lcx02      2.36E-15           1  lcx02 

2326  0.3392154                4  lcm13                        0  
2327  0.2578319398983          3  lcm13      2.55530E-15        3  lcm13 
2328  0.723598503258           2  lcm13      2.1386E-15         2  lcm13 
2329  0.81421524225            1  kmk+18     0.6097E-15         9  kmk+18 
2330  1.456004                66  slr+14                       0  

2331  0.76003196831            9  gr78       3.661E-15          2  gr78 
2332  0.42571                  0  lbh+15                       0  
2333  1.6096903                7  lcm13                        0  
2334  0.18552016047926         8  srm+15     1.8001E-17         6  srm+15 
2335  0.136855046957           9  clb+02     7.5057E-13         1  clb+02 

2336  1.77922557495            7  lsb+17     6.328E-15          2  lsb+17 
2337  0.314355396469           6  lcx02      5.0148E-15         9  lcx02 
2338  0.501123112694           4  lcm13      0.1008E-15         6  lcm13 
2339  0.582126                 3  cnst96                       0  
2340  0.226517635038           5  hlk+04     1.157426E-15      16  hlk+04 

2341  1.86433186749           11  lsb+17     4.59E-16           7  lsb+17 
2342  0.04182                  0  lbh+15                       0  
2343  0.208214903876          14  pga+13     9.31735E-14        5  pga+13 
2344  0.268217402985           6  hlk+04     4.21706E-15        4  hlk+04 
2345  0.14446976514            3  hlk+04     5.75717E-14        3  hlk+04 

2346  0.57142031970           10  dsb+98     2.84E-16           3  dsb+98 
2347  0.437454407217           2  clm+05     0.2183E-15         2  clm+05 
2348  0.928323751417           5  lcx02      3.182E-16          7  lcx02 
2349  0.02150723378644         1  sab+16     4.9E-20            1  sab+16 
2350  0.81369030283            7  hlk+04     8.1098E-15         7  hlk+04 

2351  0.0035434314937910       3  gvo+17     3.8707E-21         9  gvo+17 
2352  0.23099                  0  lbh+15                       0  
2353  0.17843152366            2  nab+13     130.699E-15        2  nab+13 
2354  1.93975818010           16  bfrs18     9.478E-16          6  bfrs18 
2355  0.3587384107696          6  hlk+04     6.0025237E-15     15  hlk+04 

2356  0.004200101791882        7  lcm13                        0  
2357  0.654408146583           1  lcx02      3.78E-16           2  lcx02 
2358  0.080118133455           6  lcm13      60.7579E-15        1  lcm13 
2359  3.24498                  1  irz+14                       0  
2360  0.568387                17  slr+14                       0  

2361  0.96733836953            3  gr78       4.039E-15          6  gr78 
2362  1.39088                  0  lbh+15                       0  
2363  0.642932                 2  lcm13                        0  
2364  0.2401                   0  dsm+13                       0  
2365  2.8727736506             7  hfs+04     5.6E-15            3  hfs+04 

2366  0.20098020244218        17  hlk+04     6.429167E-16      13  hlk+04 
2367  1.65742878336            3  jsb+09     3.4811E-15        17  jsb+09 
2368  1.121561892              5  lwf+04     5.68E-15           1  lwf+04 
2369  2.90251                  0  dsm+16                       0  
2370  0.68708185664            2  nab+13     3.399E-15          1  nab+13 

2371  0.0026341351275486       6  sab+16     7.5E-22            6  sab+16 
2372  0.1661155731566          6  lcm13      42.4423E-15        5  lcm13 
2373  2.31                     3  cnst96                       0  
2374  0.00155780656108493      5  dcl+16     10.51065E-20       3  dcl+16 
2375  0.6453024694             3  hlk+04     1.8271E-14         3  hlk+04 

2376  0.022260606             52  slr+14                       0  
2377  0.258911996567           5  lsb+17     12.71254E-15      19  lsb+17 
2378  0.546824157964           7  nab+13     76.7965E-15        2  nab+13 
2379  1.855276                 3  dsb+98                       0  
2380  1.40473                  0  dsm+16                       0  

2381  0.217317451828          10  blr+13     1.913E-16          5  blr+13 
2382  0.90539388830            2  cn95       9.962E-16          8  cn95 
2383  0.559084099229          13  lfl+06     1.2387E-15        13  lfl+06 
2384  2.30615269700            2  nab+13     160.8349E-15       5  nab+13 
2385  0.4028579088754          3  hlk+04     9.561486E-16      18  hlk+04 

2386  0.840887                35  slr+14                       0  
2387  0.69626221476            2  lcx02      1.01E-16           3  lcx02 
2388  0.2035682               44  slr+14                       0  
2389  0.446226281658           3  ebvb01     4.659E-16          6  ebvb01 
2390  0.9724288509136         18  hlk+04     1.655686E-15       8  hlk+04 

2391  0.005084173689953        6  skl+15     8.8E-21            3  skl+15 
2392  0.005185201909339406    14  abb+18     1.73360E-20        9  abb+18 
2393  0.409135                 1  kkl+15                       0  
2394  0.841157774341           6  hlk+04     9.8619E-16         5  hlk+04 
2395  1.9968990135             1  lcx02      7.3E-16            2  lcx02 

2396  0.003617993078111        7  csl+12     7.5E-21            6  csl+12 
2397  1.045632444772           7  hlk+04     5.3466E-16         4  hlk+04 
2398  1.0739                   0  dsm+13                       0  
2399  1.06870769134            4  lcx02      2.42E-16           5  lcx02 
2400  0.491865489484           6  jbo+09     1.9866E-15         3  jbo+09 

2401  2.28244                  0  dsm+16                       0  
2402  0.4406184769108          8  hlk+04     2.4092E-17         4  hlk+04 
2403  0.01696017532298        15  sfc+18     9.2E-19           18  sfc+18 
2404  1.33444985809            5  gr78       8.89E-16           9  gr78 
2405  4.729                    0  dcm+09                       0  

2406  0.51516705131            6  nab+13     5.641E-15          5  nab+13 
2407  0.4350602546             3  cn95       2.197E-14          2  cn95 
2408  0.959447931541           3  hlk+04     1.488340E-15      12  hlk+04 
2409  0.00317013917885772      9  bfk+17     3.118E-21          4  bfk+17 
2410  0.002710                 0  ckr+15                       0  

2411  1.48074382424            9  ebvb01     4.78E-16          16  ebvb01 
2412  1.110944                 3  cnst96                       0  
2413  0.157508542541           4  nab+13     0.5226E-15         1  nab+13 
2414  1.798069                 1  dsb+98                       0  
2415  0.18094                  0  bcm+15                       0  

2416  0.5283521633015         16  lsb+17     13.57843E-15       4  lsb+17 
2417  0.1966268136138          4  nab+13     9.02244E-15        2  nab+13 
2418  0.717311174076           4  hlk+04     7.06120E-15        3  hlk+04 
2419  1.31937338530            1  nab+13     0.1231E-15         3  nab+13 
2420  0.957616630291           4  hlk+04     3.270565E-15      16  hlk+04 

2421  0.0131381833437040       6  dfc+12     9.3913E-20         6  dfc+12 
2422  0.455934                 3  cnst96                       0  
2423  0.004304775549739        3  kls+15     1.890E-20         12  kls+15 
2424  5.0940830275             2  cn95       3.031E-15          8  cn95 
2425  0.275025682520           4  hlk+04     1.2815E-16         4  hlk+04 

2426  0.020732360562672        4  ltk+14     4.2721E-18         3  ltk+14 
2427  0.0395311928548         11  hlk+04     5.844803E-15       8  hlk+04 
